table,seq,column,is_pk,is_fk,type,i1,size,description,d_segment,id
pct12h,127,pct012h124,,,INTEGER,,,17 years,,d1Fc183l023
pct12h,128,pct012h125,,,INTEGER,,,18 years,,d1Fc183l024
pct12h,129,pct012h126,,,INTEGER,,,19 years,,d1Fc183l025
pct12h,130,pct012h127,,,INTEGER,,,20 years,,d1Fc183l026
pct12h,131,pct012h128,,,INTEGER,,,21 years,,d1Fc183l027
pct12h,132,pct012h129,,,INTEGER,,,22 years,,d1Fc183l028
pct12h,133,pct012h130,,,INTEGER,,,23 years,,d1Fc183l029
pct12h,134,pct012h131,,,INTEGER,,,24 years,,d1Fc183l02a
pct12h,135,pct012h132,,,INTEGER,,,25 years,,d1Fc183l02b
pct12h,136,pct012h133,,,INTEGER,,,26 years,,d1Fc183l02c
pct12h,137,pct012h134,,,INTEGER,,,27 years,,d1Fc183l02d
pct12h,138,pct012h135,,,INTEGER,,,28 years,,d1Fc183l02e
pct12h,139,pct012h136,,,INTEGER,,,29 years,,d1Fc183l02f
pct12h,140,pct012h137,,,INTEGER,,,30 years,,d1Fc183l02g
pct12h,141,pct012h138,,,INTEGER,,,31 years,,d1Fc183l02h
pct12h,142,pct012h139,,,INTEGER,,,32 years,,d1Fc183l02i
pct12h,143,pct012h140,,,INTEGER,,,33 years,,d1Fc183l02j
pct12h,144,pct012h141,,,INTEGER,,,34 years,,d1Fc183l02k
pct12h,145,pct012h142,,,INTEGER,,,35 years,,d1Fc183l02l
pct12h,146,pct012h143,,,INTEGER,,,36 years,,d1Fc183l02m
pct12h,147,pct012h144,,,INTEGER,,,37 years,,d1Fc183l02n
pct12h,148,pct012h145,,,INTEGER,,,38 years,,d1Fc183l02o
pct12h,149,pct012h146,,,INTEGER,,,39 years,,d1Fc183l02p
pct12h,150,pct012h147,,,INTEGER,,,40 years,,d1Fc183l02q
pct12h,151,pct012h148,,,INTEGER,,,41 years,,d1Fc183l02r
pct12h,152,pct012h149,,,INTEGER,,,42 years,,d1Fc183l02s
pct12h,153,pct012h150,,,INTEGER,,,43 years,,d1Fc183l02t
pct12h,154,pct012h151,,,INTEGER,,,44 years,,d1Fc183l02u
pct12h,155,pct012h152,,,INTEGER,,,45 years,,d1Fc183l02v
pct12h,156,pct012h153,,,INTEGER,,,46 years,,d1Fc183l02w
pct12h,157,pct012h154,,,INTEGER,,,47 years,,d1Fc183l02x
pct12h,158,pct012h155,,,INTEGER,,,48 years,,d1Fc183l02y
pct12h,159,pct012h156,,,INTEGER,,,49 years,,d1Fc183l02z
pct12h,160,pct012h157,,,INTEGER,,,50 years,,d1Fc183l02A
pct12h,161,pct012h158,,,INTEGER,,,51 years,,d1Fc183l02B
pct12h,162,pct012h159,,,INTEGER,,,52 years,,d1Fc183l02C
pct12h,163,pct012h160,,,INTEGER,,,53 years,,d1Fc183l02D
pct12h,164,pct012h161,,,INTEGER,,,54 years,,d1Fc183l02E
pct12h,165,pct012h162,,,INTEGER,,,55 years,,d1Fc183l02F
pct12h,166,pct012h163,,,INTEGER,,,56 years,,d1Fc183l02G
pct12h,167,pct012h164,,,INTEGER,,,57 years,,d1Fc183l02H
pct12h,168,pct012h165,,,INTEGER,,,58 years,,d1Fc183l02I
pct12h,169,pct012h166,,,INTEGER,,,59 years,,d1Fc183l02J
pct12h,170,pct012h167,,,INTEGER,,,60 years,,d1Fc183l02K
pct12h,171,pct012h168,,,INTEGER,,,61 years,,d1Fc183l02L
pct12h,172,pct012h169,,,INTEGER,,,62 years,,d1Fc183l02M
pct12h,173,pct012h170,,,INTEGER,,,63 years,,d1Fc183l02N
pct12h,174,pct012h171,,,INTEGER,,,64 years,,d1Fc183l02O
pct12h,175,pct012h172,,,INTEGER,,,65 years,,d1Fc183l02P
pct12h,176,pct012h173,,,INTEGER,,,66 years,,d1Fc183l02Q
pct12h,177,pct012h174,,,INTEGER,,,67 years,,d1Fc183l02R
pct12h,178,pct012h175,,,INTEGER,,,68 years,,d1Fc183l02S
pct12h,179,pct012h176,,,INTEGER,,,69 years,,d1Fc183l02T
pct12h,180,pct012h177,,,INTEGER,,,70 years,,d1Fc183l02U
pct12h,181,pct012h178,,,INTEGER,,,71 years,,d1Fc183l02V
pct12h,182,pct012h179,,,INTEGER,,,72 years,,d1Fc183l02W
pct12h,183,pct012h180,,,INTEGER,,,73 years,,d1Fc183l02X
pct12h,184,pct012h181,,,INTEGER,,,74 years,,d1Fc183l02Y
pct12h,185,pct012h182,,,INTEGER,,,75 years,,d1Fc183l02Z
pct12h,186,pct012h183,,,INTEGER,,,76 years,,d1Fc183l030
pct12h,187,pct012h184,,,INTEGER,,,77 years,,d1Fc183l031
pct12h,188,pct012h185,,,INTEGER,,,78 years,,d1Fc183l032
pct12h,189,pct012h186,,,INTEGER,,,79 years,,d1Fc183l033
pct12h,190,pct012h187,,,INTEGER,,,80 years,,d1Fc183l034
pct12h,191,pct012h188,,,INTEGER,,,81 years,,d1Fc183l035
pct12h,192,pct012h189,,,INTEGER,,,82 years,,d1Fc183l036
pct12h,193,pct012h190,,,INTEGER,,,83 years,,d1Fc183l037
pct12h,194,pct012h191,,,INTEGER,,,84 years,,d1Fc183l038
pct12h,195,pct012h192,,,INTEGER,,,85 years,,d1Fc183l039
pct12h,196,pct012h193,,,INTEGER,,,86 years,,d1Fc183l03a
pct12h,197,pct012h194,,,INTEGER,,,87 years,,d1Fc183l03b
pct12h,198,pct012h195,,,INTEGER,,,88 years,,d1Fc183l03c
pct12h,199,pct012h196,,,INTEGER,,,89 years,,d1Fc183l03d
pct12h,200,pct012h197,,,INTEGER,,,90 years,,d1Fc183l03e
pct12h,201,pct012h198,,,INTEGER,,,91 years,,d1Fc183l03f
pct12h,202,pct012h199,,,INTEGER,,,92 years,,d1Fc183l03g
pct12h,203,pct012h200,,,INTEGER,,,93 years,,d1Fc183l03h
pct12h,204,pct012h201,,,INTEGER,,,94 years,,d1Fc183l03i
pct12h,205,pct012h202,,,INTEGER,,,95 years,,d1Fc183l03j
pct12h,206,pct012h203,,,INTEGER,,,96 years,,d1Fc183l03k
pct12h,207,pct012h204,,,INTEGER,,,97 years,,d1Fc183l03l
pct12h,208,pct012h205,,,INTEGER,,,98 years,,d1Fc183l03m
pct12h,209,pct012h206,,,INTEGER,,,99 years,,d1Fc183l03n
pct12h,210,pct012h207,,,INTEGER,,,100 to 104 years,,d1Fc183l03o
pct12h,211,pct012h208,,,INTEGER,,,105 to 109 years,,d1Fc183l03p
pct12h,212,pct012h209,,,INTEGER,,,110 years and over,,d1Fc183l03q
,,,,,,,,,,
pct12i,1,id,1,,INTEGER64,,6,,,d1Fc183m001
pct12i,2,stusab,,,VARCHAR,1,6,,,d1Fc183m002
pct12i,3,logrecno,,,INTEGER,1,7,,,d1Fc183m003
pct12i,4,pct012i001,,,INTEGER,,,Total:,,d1Fc183m004
pct12i,5,pct012i002,,,INTEGER,,,Male:,,d1Fc183m005
pct12i,6,pct012i003,,,INTEGER,,,Under 1 year,,d1Fc183m006
pct12i,7,pct012i004,,,INTEGER,,,1 year,,d1Fc183m007
pct12i,8,pct012i005,,,INTEGER,,,2 years,,d1Fc183m008
pct12i,9,pct012i006,,,INTEGER,,,3 years,,d1Fc183m009
pct12i,10,pct012i007,,,INTEGER,,,4 years,,d1Fc183m00a
pct12i,11,pct012i008,,,INTEGER,,,5 years,,d1Fc183m00b
pct12i,12,pct012i009,,,INTEGER,,,6 years,,d1Fc183m00c
pct12i,13,pct012i010,,,INTEGER,,,7 years,,d1Fc183m00d
pct12i,14,pct012i011,,,INTEGER,,,8 years,,d1Fc183m00e
pct12i,15,pct012i012,,,INTEGER,,,9 years,,d1Fc183m00f
pct12i,16,pct012i013,,,INTEGER,,,10 years,,d1Fc183m00g
pct12i,17,pct012i014,,,INTEGER,,,11 years,,d1Fc183m00h
pct12i,18,pct012i015,,,INTEGER,,,12 years,,d1Fc183m00i
pct12i,19,pct012i016,,,INTEGER,,,13 years,,d1Fc183m00j
pct12i,20,pct012i017,,,INTEGER,,,14 years,,d1Fc183m00k
pct12i,21,pct012i018,,,INTEGER,,,15 years,,d1Fc183m00l
pct12i,22,pct012i019,,,INTEGER,,,16 years,,d1Fc183m00m
pct12i,23,pct012i020,,,INTEGER,,,17 years,,d1Fc183m00n
pct12i,24,pct012i021,,,INTEGER,,,18 years,,d1Fc183m00o
pct12i,25,pct012i022,,,INTEGER,,,19 years,,d1Fc183m00p
pct12i,26,pct012i023,,,INTEGER,,,20 years,,d1Fc183m00q
pct12i,27,pct012i024,,,INTEGER,,,21 years,,d1Fc183m00r
pct12i,28,pct012i025,,,INTEGER,,,22 years,,d1Fc183m00s
pct12i,29,pct012i026,,,INTEGER,,,23 years,,d1Fc183m00t
pct12i,30,pct012i027,,,INTEGER,,,24 years,,d1Fc183m00u
pct12i,31,pct012i028,,,INTEGER,,,25 years,,d1Fc183m00v
pct12i,32,pct012i029,,,INTEGER,,,26 years,,d1Fc183m00w
pct12i,33,pct012i030,,,INTEGER,,,27 years,,d1Fc183m00x
pct12i,34,pct012i031,,,INTEGER,,,28 years,,d1Fc183m00y
pct12i,35,pct012i032,,,INTEGER,,,29 years,,d1Fc183m00z
pct12i,36,pct012i033,,,INTEGER,,,30 years,,d1Fc183m00A
pct12i,37,pct012i034,,,INTEGER,,,31 years,,d1Fc183m00B
pct12i,38,pct012i035,,,INTEGER,,,32 years,,d1Fc183m00C
pct12i,39,pct012i036,,,INTEGER,,,33 years,,d1Fc183m00D
pct12i,40,pct012i037,,,INTEGER,,,34 years,,d1Fc183m00E
pct12i,41,pct012i038,,,INTEGER,,,35 years,,d1Fc183m00F
pct12i,42,pct012i039,,,INTEGER,,,36 years,,d1Fc183m00G
pct12i,43,pct012i040,,,INTEGER,,,37 years,,d1Fc183m00H
pct12i,44,pct012i041,,,INTEGER,,,38 years,,d1Fc183m00I
pct12i,45,pct012i042,,,INTEGER,,,39 years,,d1Fc183m00J
pct12i,46,pct012i043,,,INTEGER,,,40 years,,d1Fc183m00K
pct12i,47,pct012i044,,,INTEGER,,,41 years,,d1Fc183m00L
pct12i,48,pct012i045,,,INTEGER,,,42 years,,d1Fc183m00M
pct12i,49,pct012i046,,,INTEGER,,,43 years,,d1Fc183m00N
pct12i,50,pct012i047,,,INTEGER,,,44 years,,d1Fc183m00O
pct12i,51,pct012i048,,,INTEGER,,,45 years,,d1Fc183m00P
pct12i,52,pct012i049,,,INTEGER,,,46 years,,d1Fc183m00Q
pct12i,53,pct012i050,,,INTEGER,,,47 years,,d1Fc183m00R
pct12i,54,pct012i051,,,INTEGER,,,48 years,,d1Fc183m00S
pct12i,55,pct012i052,,,INTEGER,,,49 years,,d1Fc183m00T
pct12i,56,pct012i053,,,INTEGER,,,50 years,,d1Fc183m00U
pct12i,57,pct012i054,,,INTEGER,,,51 years,,d1Fc183m00V
pct12i,58,pct012i055,,,INTEGER,,,52 years,,d1Fc183m00W
pct12i,59,pct012i056,,,INTEGER,,,53 years,,d1Fc183m00X
pct12i,60,pct012i057,,,INTEGER,,,54 years,,d1Fc183m00Y
pct12i,61,pct012i058,,,INTEGER,,,55 years,,d1Fc183m00Z
pct12i,62,pct012i059,,,INTEGER,,,56 years,,d1Fc183m010
pct12i,63,pct012i060,,,INTEGER,,,57 years,,d1Fc183m011
pct12i,64,pct012i061,,,INTEGER,,,58 years,,d1Fc183m012
pct12i,65,pct012i062,,,INTEGER,,,59 years,,d1Fc183m013
pct12i,66,pct012i063,,,INTEGER,,,60 years,,d1Fc183m014
pct12i,67,pct012i064,,,INTEGER,,,61 years,,d1Fc183m015
pct12i,68,pct012i065,,,INTEGER,,,62 years,,d1Fc183m016
pct12i,69,pct012i066,,,INTEGER,,,63 years,,d1Fc183m017
pct12i,70,pct012i067,,,INTEGER,,,64 years,,d1Fc183m018
pct12i,71,pct012i068,,,INTEGER,,,65 years,,d1Fc183m019
pct12i,72,pct012i069,,,INTEGER,,,66 years,,d1Fc183m01a
pct12i,73,pct012i070,,,INTEGER,,,67 years,,d1Fc183m01b
pct12i,74,pct012i071,,,INTEGER,,,68 years,,d1Fc183m01c
pct12i,75,pct012i072,,,INTEGER,,,69 years,,d1Fc183m01d
pct12i,76,pct012i073,,,INTEGER,,,70 years,,d1Fc183m01e
pct12i,77,pct012i074,,,INTEGER,,,71 years,,d1Fc183m01f
pct12i,78,pct012i075,,,INTEGER,,,72 years,,d1Fc183m01g
pct12i,79,pct012i076,,,INTEGER,,,73 years,,d1Fc183m01h
pct12i,80,pct012i077,,,INTEGER,,,74 years,,d1Fc183m01i
pct12i,81,pct012i078,,,INTEGER,,,75 years,,d1Fc183m01j
pct12i,82,pct012i079,,,INTEGER,,,76 years,,d1Fc183m01k
pct12i,83,pct012i080,,,INTEGER,,,77 years,,d1Fc183m01l
pct12i,84,pct012i081,,,INTEGER,,,78 years,,d1Fc183m01m
pct12i,85,pct012i082,,,INTEGER,,,79 years,,d1Fc183m01n
pct12i,86,pct012i083,,,INTEGER,,,80 years,,d1Fc183m01o
pct12i,87,pct012i084,,,INTEGER,,,81 years,,d1Fc183m01p
pct12i,88,pct012i085,,,INTEGER,,,82 years,,d1Fc183m01q
pct12i,89,pct012i086,,,INTEGER,,,83 years,,d1Fc183m01r
pct12i,90,pct012i087,,,INTEGER,,,84 years,,d1Fc183m01s
pct12i,91,pct012i088,,,INTEGER,,,85 years,,d1Fc183m01t
pct12i,92,pct012i089,,,INTEGER,,,86 years,,d1Fc183m01u
pct12i,93,pct012i090,,,INTEGER,,,87 years,,d1Fc183m01v
pct12i,94,pct012i091,,,INTEGER,,,88 years,,d1Fc183m01w
pct12i,95,pct012i092,,,INTEGER,,,89 years,,d1Fc183m01x
pct12i,96,pct012i093,,,INTEGER,,,90 years,,d1Fc183m01y
pct12i,97,pct012i094,,,INTEGER,,,91 years,,d1Fc183m01z
pct12i,98,pct012i095,,,INTEGER,,,92 years,,d1Fc183m01A
pct12i,99,pct012i096,,,INTEGER,,,93 years,,d1Fc183m01B
pct12i,100,pct012i097,,,INTEGER,,,94 years,,d1Fc183m01C
pct12i,101,pct012i098,,,INTEGER,,,95 years,,d1Fc183m01D
pct12i,102,pct012i099,,,INTEGER,,,96 years,,d1Fc183m01E
pct12i,103,pct012i100,,,INTEGER,,,97 years,,d1Fc183m01F
pct12i,104,pct012i101,,,INTEGER,,,98 years,,d1Fc183m01G
pct12i,105,pct012i102,,,INTEGER,,,99 years,,d1Fc183m01H
pct12i,106,pct012i103,,,INTEGER,,,100 to 104 years,,d1Fc183m01I
pct12i,107,pct012i104,,,INTEGER,,,105 to 109 years,,d1Fc183m01J
pct12i,108,pct012i105,,,INTEGER,,,110 years and over,,d1Fc183m01K
pct12i,109,pct012i106,,,INTEGER,,,Female:,,d1Fc183m01L
pct12i,110,pct012i107,,,INTEGER,,,Under 1 year,,d1Fc183m01M
pct12i,111,pct012i108,,,INTEGER,,,1 year,,d1Fc183m01N
pct12i,112,pct012i109,,,INTEGER,,,2 years,,d1Fc183m01O
pct12i,113,pct012i110,,,INTEGER,,,3 years,,d1Fc183m01P
pct12i,114,pct012i111,,,INTEGER,,,4 years,,d1Fc183m01Q
pct12i,115,pct012i112,,,INTEGER,,,5 years,,d1Fc183m01R
pct12i,116,pct012i113,,,INTEGER,,,6 years,,d1Fc183m01S
pct12i,117,pct012i114,,,INTEGER,,,7 years,,d1Fc183m01T
pct12i,118,pct012i115,,,INTEGER,,,8 years,,d1Fc183m01U
pct12i,119,pct012i116,,,INTEGER,,,9 years,,d1Fc183m01V
pct12i,120,pct012i117,,,INTEGER,,,10 years,,d1Fc183m01W
pct12i,121,pct012i118,,,INTEGER,,,11 years,,d1Fc183m01X
pct12i,122,pct012i119,,,INTEGER,,,12 years,,d1Fc183m01Y
pct12i,123,pct012i120,,,INTEGER,,,13 years,,d1Fc183m01Z
pct12i,124,pct012i121,,,INTEGER,,,14 years,,d1Fc183m020
pct12i,125,pct012i122,,,INTEGER,,,15 years,,d1Fc183m021
pct12i,126,pct012i123,,,INTEGER,,,16 years,,d1Fc183m022
pct12i,127,pct012i124,,,INTEGER,,,17 years,,d1Fc183m023
pct12i,128,pct012i125,,,INTEGER,,,18 years,,d1Fc183m024
pct12i,129,pct012i126,,,INTEGER,,,19 years,,d1Fc183m025
pct12i,130,pct012i127,,,INTEGER,,,20 years,,d1Fc183m026
pct12i,131,pct012i128,,,INTEGER,,,21 years,,d1Fc183m027
pct12i,132,pct012i129,,,INTEGER,,,22 years,,d1Fc183m028
pct12i,133,pct012i130,,,INTEGER,,,23 years,,d1Fc183m029
pct12i,134,pct012i131,,,INTEGER,,,24 years,,d1Fc183m02a
pct12i,135,pct012i132,,,INTEGER,,,25 years,,d1Fc183m02b
pct12i,136,pct012i133,,,INTEGER,,,26 years,,d1Fc183m02c
pct12i,137,pct012i134,,,INTEGER,,,27 years,,d1Fc183m02d
pct12i,138,pct012i135,,,INTEGER,,,28 years,,d1Fc183m02e
pct12i,139,pct012i136,,,INTEGER,,,29 years,,d1Fc183m02f
pct12i,140,pct012i137,,,INTEGER,,,30 years,,d1Fc183m02g
pct12i,141,pct012i138,,,INTEGER,,,31 years,,d1Fc183m02h
pct12i,142,pct012i139,,,INTEGER,,,32 years,,d1Fc183m02i
pct12i,143,pct012i140,,,INTEGER,,,33 years,,d1Fc183m02j
pct12i,144,pct012i141,,,INTEGER,,,34 years,,d1Fc183m02k
pct12i,145,pct012i142,,,INTEGER,,,35 years,,d1Fc183m02l
pct12i,146,pct012i143,,,INTEGER,,,36 years,,d1Fc183m02m
pct12i,147,pct012i144,,,INTEGER,,,37 years,,d1Fc183m02n
pct12i,148,pct012i145,,,INTEGER,,,38 years,,d1Fc183m02o
pct12i,149,pct012i146,,,INTEGER,,,39 years,,d1Fc183m02p
pct12i,150,pct012i147,,,INTEGER,,,40 years,,d1Fc183m02q
pct12i,151,pct012i148,,,INTEGER,,,41 years,,d1Fc183m02r
pct12i,152,pct012i149,,,INTEGER,,,42 years,,d1Fc183m02s
pct12i,153,pct012i150,,,INTEGER,,,43 years,,d1Fc183m02t
pct12i,154,pct012i151,,,INTEGER,,,44 years,,d1Fc183m02u
pct12i,155,pct012i152,,,INTEGER,,,45 years,,d1Fc183m02v
pct12i,156,pct012i153,,,INTEGER,,,46 years,,d1Fc183m02w
pct12i,157,pct012i154,,,INTEGER,,,47 years,,d1Fc183m02x
pct12i,158,pct012i155,,,INTEGER,,,48 years,,d1Fc183m02y
pct12i,159,pct012i156,,,INTEGER,,,49 years,,d1Fc183m02z
pct12i,160,pct012i157,,,INTEGER,,,50 years,,d1Fc183m02A
pct12i,161,pct012i158,,,INTEGER,,,51 years,,d1Fc183m02B
pct12i,162,pct012i159,,,INTEGER,,,52 years,,d1Fc183m02C
pct12i,163,pct012i160,,,INTEGER,,,53 years,,d1Fc183m02D
pct12i,164,pct012i161,,,INTEGER,,,54 years,,d1Fc183m02E
pct12i,165,pct012i162,,,INTEGER,,,55 years,,d1Fc183m02F
pct12i,166,pct012i163,,,INTEGER,,,56 years,,d1Fc183m02G
pct12i,167,pct012i164,,,INTEGER,,,57 years,,d1Fc183m02H
pct12i,168,pct012i165,,,INTEGER,,,58 years,,d1Fc183m02I
pct12i,169,pct012i166,,,INTEGER,,,59 years,,d1Fc183m02J
pct12i,170,pct012i167,,,INTEGER,,,60 years,,d1Fc183m02K
pct12i,171,pct012i168,,,INTEGER,,,61 years,,d1Fc183m02L
pct12i,172,pct012i169,,,INTEGER,,,62 years,,d1Fc183m02M
pct12i,173,pct012i170,,,INTEGER,,,63 years,,d1Fc183m02N
pct12i,174,pct012i171,,,INTEGER,,,64 years,,d1Fc183m02O
pct12i,175,pct012i172,,,INTEGER,,,65 years,,d1Fc183m02P
pct12i,176,pct012i173,,,INTEGER,,,66 years,,d1Fc183m02Q
pct12i,177,pct012i174,,,INTEGER,,,67 years,,d1Fc183m02R
pct12i,178,pct012i175,,,INTEGER,,,68 years,,d1Fc183m02S
pct12i,179,pct012i176,,,INTEGER,,,69 years,,d1Fc183m02T
pct12i,180,pct012i177,,,INTEGER,,,70 years,,d1Fc183m02U
pct12i,181,pct012i178,,,INTEGER,,,71 years,,d1Fc183m02V
pct12i,182,pct012i179,,,INTEGER,,,72 years,,d1Fc183m02W
pct12i,183,pct012i180,,,INTEGER,,,73 years,,d1Fc183m02X
pct12i,184,pct012i181,,,INTEGER,,,74 years,,d1Fc183m02Y
pct12i,185,pct012i182,,,INTEGER,,,75 years,,d1Fc183m02Z
pct12i,186,pct012i183,,,INTEGER,,,76 years,,d1Fc183m030
pct12i,187,pct012i184,,,INTEGER,,,77 years,,d1Fc183m031
pct12i,188,pct012i185,,,INTEGER,,,78 years,,d1Fc183m032
pct12i,189,pct012i186,,,INTEGER,,,79 years,,d1Fc183m033
pct12i,190,pct012i187,,,INTEGER,,,80 years,,d1Fc183m034
pct12i,191,pct012i188,,,INTEGER,,,81 years,,d1Fc183m035
pct12i,192,pct012i189,,,INTEGER,,,82 years,,d1Fc183m036
pct12i,193,pct012i190,,,INTEGER,,,83 years,,d1Fc183m037
pct12i,194,pct012i191,,,INTEGER,,,84 years,,d1Fc183m038
pct12i,195,pct012i192,,,INTEGER,,,85 years,,d1Fc183m039
pct12i,196,pct012i193,,,INTEGER,,,86 years,,d1Fc183m03a
pct12i,197,pct012i194,,,INTEGER,,,87 years,,d1Fc183m03b
pct12i,198,pct012i195,,,INTEGER,,,88 years,,d1Fc183m03c
pct12i,199,pct012i196,,,INTEGER,,,89 years,,d1Fc183m03d
pct12i,200,pct012i197,,,INTEGER,,,90 years,,d1Fc183m03e
pct12i,201,pct012i198,,,INTEGER,,,91 years,,d1Fc183m03f
pct12i,202,pct012i199,,,INTEGER,,,92 years,,d1Fc183m03g
pct12i,203,pct012i200,,,INTEGER,,,93 years,,d1Fc183m03h
pct12i,204,pct012i201,,,INTEGER,,,94 years,,d1Fc183m03i
pct12i,205,pct012i202,,,INTEGER,,,95 years,,d1Fc183m03j
pct12i,206,pct012i203,,,INTEGER,,,96 years,,d1Fc183m03k
pct12i,207,pct012i204,,,INTEGER,,,97 years,,d1Fc183m03l
pct12i,208,pct012i205,,,INTEGER,,,98 years,,d1Fc183m03m
pct12i,209,pct012i206,,,INTEGER,,,99 years,,d1Fc183m03n
pct12i,210,pct012i207,,,INTEGER,,,100 to 104 years,,d1Fc183m03o
pct12i,211,pct012i208,,,INTEGER,,,105 to 109 years,,d1Fc183m03p
pct12i,212,pct012i209,,,INTEGER,,,110 years and over,,d1Fc183m03q
,,,,,,,,,,
pct12j,1,id,1,,INTEGER64,,6,,,d1Fc183n001
pct12j,2,stusab,,,VARCHAR,1,6,,,d1Fc183n002
pct12j,3,logrecno,,,INTEGER,1,7,,,d1Fc183n003
pct12j,4,pct012j001,,,INTEGER,,,Total:,,d1Fc183n004
pct12j,5,pct012j002,,,INTEGER,,,Male:,,d1Fc183n005
pct12j,6,pct012j003,,,INTEGER,,,Under 1 year,,d1Fc183n006
pct12j,7,pct012j004,,,INTEGER,,,1 year,,d1Fc183n007
pct12j,8,pct012j005,,,INTEGER,,,2 years,,d1Fc183n008
pct12j,9,pct012j006,,,INTEGER,,,3 years,,d1Fc183n009
pct12j,10,pct012j007,,,INTEGER,,,4 years,,d1Fc183n00a
pct12j,11,pct012j008,,,INTEGER,,,5 years,,d1Fc183n00b
pct12j,12,pct012j009,,,INTEGER,,,6 years,,d1Fc183n00c
pct12j,13,pct012j010,,,INTEGER,,,7 years,,d1Fc183n00d
pct12j,14,pct012j011,,,INTEGER,,,8 years,,d1Fc183n00e
pct12j,15,pct012j012,,,INTEGER,,,9 years,,d1Fc183n00f
pct12j,16,pct012j013,,,INTEGER,,,10 years,,d1Fc183n00g
pct12j,17,pct012j014,,,INTEGER,,,11 years,,d1Fc183n00h
pct12j,18,pct012j015,,,INTEGER,,,12 years,,d1Fc183n00i
pct12j,19,pct012j016,,,INTEGER,,,13 years,,d1Fc183n00j
pct12j,20,pct012j017,,,INTEGER,,,14 years,,d1Fc183n00k
pct12j,21,pct012j018,,,INTEGER,,,15 years,,d1Fc183n00l
pct12j,22,pct012j019,,,INTEGER,,,16 years,,d1Fc183n00m
pct12j,23,pct012j020,,,INTEGER,,,17 years,,d1Fc183n00n
pct12j,24,pct012j021,,,INTEGER,,,18 years,,d1Fc183n00o
pct12j,25,pct012j022,,,INTEGER,,,19 years,,d1Fc183n00p
pct12j,26,pct012j023,,,INTEGER,,,20 years,,d1Fc183n00q
pct12j,27,pct012j024,,,INTEGER,,,21 years,,d1Fc183n00r
pct12j,28,pct012j025,,,INTEGER,,,22 years,,d1Fc183n00s
pct12j,29,pct012j026,,,INTEGER,,,23 years,,d1Fc183n00t
pct12j,30,pct012j027,,,INTEGER,,,24 years,,d1Fc183n00u
pct12j,31,pct012j028,,,INTEGER,,,25 years,,d1Fc183n00v
pct12j,32,pct012j029,,,INTEGER,,,26 years,,d1Fc183n00w
pct12j,33,pct012j030,,,INTEGER,,,27 years,,d1Fc183n00x
pct12j,34,pct012j031,,,INTEGER,,,28 years,,d1Fc183n00y
pct12j,35,pct012j032,,,INTEGER,,,29 years,,d1Fc183n00z
pct12j,36,pct012j033,,,INTEGER,,,30 years,,d1Fc183n00A
pct12j,37,pct012j034,,,INTEGER,,,31 years,,d1Fc183n00B
pct12j,38,pct012j035,,,INTEGER,,,32 years,,d1Fc183n00C
pct12j,39,pct012j036,,,INTEGER,,,33 years,,d1Fc183n00D
pct12j,40,pct012j037,,,INTEGER,,,34 years,,d1Fc183n00E
pct12j,41,pct012j038,,,INTEGER,,,35 years,,d1Fc183n00F
pct12j,42,pct012j039,,,INTEGER,,,36 years,,d1Fc183n00G
pct12j,43,pct012j040,,,INTEGER,,,37 years,,d1Fc183n00H
pct12j,44,pct012j041,,,INTEGER,,,38 years,,d1Fc183n00I
pct12j,45,pct012j042,,,INTEGER,,,39 years,,d1Fc183n00J
pct12j,46,pct012j043,,,INTEGER,,,40 years,,d1Fc183n00K
pct12j,47,pct012j044,,,INTEGER,,,41 years,,d1Fc183n00L
pct12j,48,pct012j045,,,INTEGER,,,42 years,,d1Fc183n00M
pct12j,49,pct012j046,,,INTEGER,,,43 years,,d1Fc183n00N
pct12j,50,pct012j047,,,INTEGER,,,44 years,,d1Fc183n00O
pct12j,51,pct012j048,,,INTEGER,,,45 years,,d1Fc183n00P
pct12j,52,pct012j049,,,INTEGER,,,46 years,,d1Fc183n00Q
pct12j,53,pct012j050,,,INTEGER,,,47 years,,d1Fc183n00R
pct12j,54,pct012j051,,,INTEGER,,,48 years,,d1Fc183n00S
pct12j,55,pct012j052,,,INTEGER,,,49 years,,d1Fc183n00T
pct12j,56,pct012j053,,,INTEGER,,,50 years,,d1Fc183n00U
pct12j,57,pct012j054,,,INTEGER,,,51 years,,d1Fc183n00V
pct12j,58,pct012j055,,,INTEGER,,,52 years,,d1Fc183n00W
pct12j,59,pct012j056,,,INTEGER,,,53 years,,d1Fc183n00X
pct12j,60,pct012j057,,,INTEGER,,,54 years,,d1Fc183n00Y
pct12j,61,pct012j058,,,INTEGER,,,55 years,,d1Fc183n00Z
pct12j,62,pct012j059,,,INTEGER,,,56 years,,d1Fc183n010
pct12j,63,pct012j060,,,INTEGER,,,57 years,,d1Fc183n011
pct12j,64,pct012j061,,,INTEGER,,,58 years,,d1Fc183n012
pct12j,65,pct012j062,,,INTEGER,,,59 years,,d1Fc183n013
pct12j,66,pct012j063,,,INTEGER,,,60 years,,d1Fc183n014
pct12j,67,pct012j064,,,INTEGER,,,61 years,,d1Fc183n015
pct12j,68,pct012j065,,,INTEGER,,,62 years,,d1Fc183n016
pct12j,69,pct012j066,,,INTEGER,,,63 years,,d1Fc183n017
